name,comp,chara,main_bene,adap_ill,usage,pre_cares
"赞化鹿茸丸
                    ",补气养血，扶肾壮阳，调经祛寒。用于诸虛百损，心肾不交，阳痿不举，疝气腹痛，女子带下，胞寒不育，腰腿酸痛，,"
                        规格：9g*20丸
                    ","鹿茸（去毛）、当归、酸枣仁（炒）、鹿角霜、柏子仁、熟地黄、肉效蓉、鹿角胶、黄芪、附子（制）
                        ",尚不明确。,口服，一次1丸，一日2次,运动员慎用。
"蜡样芽孢杆菌活菌胶囊
                    ",主要用于肠炎、腹泻、婴幼儿腹泻、肠功能紊乱的治疗。,"
                        规格：每粒0.25克,含活菌数不低于2.0x 108CFU。
                    ","本品每粒含无毒蜡样芽孢杆菌活菌不低于2.0 x108CFU。辅料为:乳糖、玉米淀粉。
                        ",尚不明确。,口服，成人一次2粒，一日3次。儿童剂量减半，服用时可倒出药粉加入少量温开水或奶液服用。,1.本品为活菌制剂，切勿将本品置于高温处。
"健脑丸
                    ",补肾健脑，养血安神。用于心肾亏虚所致的记忆减退、头晕目眩、心悸失眠、腰膝痠软；老年轻度认知障碍见上述证候者。,"
                        规格：每10丸重1.5g
                    ","当归、天竺黄、肉苁蓉（盐炙）、龙齿（煅）、山药、琥珀、五味子（酒蒸）、天麻、柏子仁（炒）、丹参、益智仁（盐炒）、人参、远志（甘草水炙）、菊花、九节菖蒲、赭石、胆南星、酸枣仁（炒）、枸杞子。
                        ",尚不明确。,口服。一次5丸，一日2～3次，饭后服。,1.忌辛辣、生冷、油腻食物。2.感冒发热病人不宜服用。3.高血压、心脏病、肝病、糖尿病、肾病等慢性病患者应在医师指导下服用。4.服药2周症状无缓解，应去医院就诊。5.儿童应在医师指导下服用。6.对本品过敏者禁用，过敏体质者慎用。7.本品性状....
"固本延龄丸
                    ",固本培元，滋阴，补髓填精，强壮筋骨。用于虚劳损伤，腰痛体倦，心悸失眠，肌肤憔悴，须发早白，经血不调，食欲不振。,"
                        规格：每丸重9克
                    ","人参、麦冬、五味子、天冬、地黄、熟地黄、山药、泽泻、茯苓、牛膝、山茱萸、杜仲、木香、远志、柏子仁、巴戟天（盐制）、花椒、石菖蒲、丹参、肉苁蓉、枸杞子、覆盆子、地骨皮、鹿角胶、菟丝子、鱼鳔珠、珍珠、狗鞭。辅料为：蜂蜜。
                        ",尚不明确,早空腹用淡盐水送服。一次1丸，一日1次。,1、忌油腻食物。
"固本延龄丸
                    ",固本培元，滋阴，补髓填精，强壮筋骨。用于虚劳损伤，腰痛体倦，心悸失眠，肌肤憔悴，须发早白，经血不调，食欲不振。开心益智。延年益寿,"
                        规格：每瓶重9克
                    ","人参、麦冬、五味子、天冬、地黄、熟地黄、山药、泽泻、茯苓、牛膝、山茱萸、杜仲、木香、远志、柏子仁、巴戟天（盐制）、花椒、石菖蒲、丹参、肉苁蓉、枸杞子、覆盆子、地骨皮、鹿角胶、菟丝子、鱼鳔珠、珍珠、狗鞭。辅料为：蜂蜜。
                        ",尚不明确,早空腹用淡盐水送服。一次1瓶，一日1次,1、忌油腻食物。
"麝香活血化瘀膏
                    ",活血化瘀，消炎止痛。用于关节扭伤，软组织挫伤，急性腰扭伤，腰肌劳损，肩周炎，未溃冻疮，结节性红斑。,"
                        规格：7cm×10cm
                    ","人工麝香、三七、红花、丹参、硼酸、樟脑、血竭、尿素、颠茄流浸膏、盐酸苯海拉明、盐酸普鲁卡因。
                        ",尚不明确。,贴患处。二日更换1次。,尚不明确。
"克淋通胶囊
                    ",清热泻火，利尿通淋。用于湿热下注，热结膀胱所致的热淋，症见小便频数，尿急、尿痛、小腹胀痛，腰痛，苔黄腻，脉滑数。,"
                        规格：每粒装0.4g
                    ","头花蓼(四季红)、黄柏。

                        ",【不良反应】监测数据显示，本品可见恶心、呕吐、胃痛、腹泻、皮疹、瘙痒、头晕等不良反应。,口服，一次4~6粒，一日3次。,1.脾胃虚寒者慎用。
"舒腹贴膏
                    ",温中散寒，行气止痛。用于胃脘痛，腹痛腹胀，恶心，呕吐，食欲不振，肠鸣腹泻，小儿泄泻。,"
                        规格：6.5厘米×10厘米
                    ","樟脑、薄荷脑。辅料为：橡胶、松香、液状石蜡、氧化锌、抗氧剂。
                        ",偶有局部皮肤过敏、剥离、刺激反应。,揭去贴面隔衬，根据病情按穴位贴敷：（1）胃疼恶心呕吐者贴中脘、上脘、足三里、胃俞。（2）腹痛腹泻可贴神阙、下脘、天枢、足三里。（3）食欲不振，脾胃虚弱者常贴足三里。成人每次选贴2～3个穴位，2～4小时换一次。儿童每次选贴1～2个穴位，每穴1....,1.忌食生冷油腻不易消化食物。2.先将穴位处洗净，然后贴敷。3.用药三天后症状无改善者，应到医院就诊。4.如贴敷后有皮肤发红、局部痒者停用。5.孕妇慎用。6.对本品过敏者禁用，过敏体质者慎用。7.本品性状发生改变时禁止使用。8.儿童必须在成....
"壮骨麝香止痛膏
                    ",祛风湿、活血止痛。用于风湿关节、肌肉痛、扭伤。,"
                        规格：7厘米×10厘米
                    ","人工麝香、生草乌、生川乌、乳香、没药、生马钱子、丁香、肉桂、荆芥、防风、老鹳草、香加皮、积雪草、骨碎补、白芷、山柰、干姜、水杨酸甲酯、薄荷脑、冰片、樟脑、芸香浸膏、颠茄流浸膏。辅料为：橡胶、松香、氧化锌、羊毛脂、凡士林、液状石蜡、二甲基亚砜、抗氧剂1010。

                        ",本品可能引起瘙痒、刺痛、皮疹（如红斑、丘疹、水疱）、用药局部水肿、皮肤溃烂等，极个别有全身不适。,外用，贴于患处。,1.本品为外用药。2.切勿接触眼睛、口腔等黏膜处，使用后即洗手。3.忌食生冷、油腻食物。4.有出血倾向者慎用。5.糖尿病严重者慎用，以防止使用不当引起皮肤损伤。
"复方倍氯米松樟脑乳膏
                    ",具有消炎、镇痛、止痒、抗苗、局部麻醉作用。用于虫咬皮炎、丘性荨麻疹、湿、接触性皮炎神经性皮炎、皮肤瘙痒。,"
                        规格：复方
                    ","本品为复方制剂，其组份为:每10克含薄荷脑0.35克、合成脑0.56克、水杨酸甲0.3克、冰片0.05克、麝香草酚0.025克、丙酸倍氣米松0.001克。辅料为:硬脂酸、单硬脂酸甘油酯、白凡士林、甘油、砂、三乙醇胺一甲形飙
                        ",偶见轻度红斑、丘疹和皮肤癌痒等刺激症状，若出现这些情况，应即用，必要时谓教医师。,外用，涂于忠处及周围，一日2-3次。,1.只限外用，避免接触眼睛及其他黏膜部位，严禁口服2.孕妇、哺乳期妇女慎用。3.15岁以下儿童使用本品请咨询医师，4.不宜大面积、长期使用，用药一周后症状未缓解，请咨询医师。5.连续使用不能超过4周，面部、腋下，腹股沟及外阴等皮肤细薄处连续....
