name,comp,chara,main_bene,adap_ill,usage,pre_cares
"海龙胶口服液
                    ",温补肾阳。用于肾阳不足所致的腰酸足软，精神萎糜，面色无华,"
                        规格：20ml*24支/ 20ml*40支
                    ","海龙、黄明胶、当归、川芎、肉苁蓉、黄芪、白芍、肉桂、枸杞子、陈皮、甘草（辅料：蔗糖、黄酒、山梨酸）
                        ",尚不明确,口服，一次40毫升（2支），一日1-2次,1．忌辛辣、生冷、油腻食物。2．感冒发热病人不宜服用。3．本品宜饭前服用。4．高血压、心脏病、肝病、肾病等慢性病患者应在医师指导下服用。5．服药2周症状无缓解，应去医院就诊。6．对本品过敏者禁用，过敏体质者慎用。7．本品性状发生改变时禁止使....
"清热解毒口服液
                    ",清热解毒。用于热毒壅盛所致的发热面赤、烦躁口渴、咽喉肿痛;流感、上呼吸道感染  见上述证候者。,"
                        规格：每支装10毫升
                    ","石膏、金银花、玄参、地黄、连翘、栀子、甜地丁、黄芩、龙胆、板蓝根、知母、麦冬。
                        ",详见说明书,口服。一次10~20毫升，一日3次，儿童酌减;或遵医嘱,1.忌烟、酒及辛辣、生冷、油腻食物。
"盐酸达泊西汀片
                    ",本品适用于治疗符合下列所有条件的18至64岁男性早泄（PE）患者：,"
                        规格：按C21H23NO计：30mg
                    ","本品主要成份为盐酸达泊西汀，辅料：纤维素-乳糖、交联羧甲纤维素钠、二氧化硅、硬脂酸镁、薄膜包衣预混剂
                        ",在临床试验中已报道晕厥和直立性低血压的不良反应,口服。药片应整片吞下。建议患者至少用一满杯水送服药物。患者应尽量避免晕厥或头晕等前驱症状所引起的受伤。,本品仅用于患有早泄的男性患者。本品在未患有早泄的男性中的安全性尚不明确，同时，尚无有关本品在该人群中延迟射精作用的数据。
"醒脑牛黄清心片
                    ",镇惊安神，化痰熄风镇惊安神，化痰熄风。用于心血不足，虚火上升引起的头目眩晕，胸中郁热、惊恐虚烦、痰涎壅盛、高血压症。,"
                        规格：(1)糖衣片:片芯重0.27g(2)薄膜衣片:每片重0.29g
                    ","人工牛黄、麦冬、大枣、白芍、桔梗、干姜、黄芩、柴胡、白蔹、大豆黄卷、山药、白术（炒）、茯苓、当归、川芎、石菖蒲、苦杏仁、防风、石膏、肉桂、人参、蒲黄、六神曲（炒）、朱砂、冰片、阿胶、雄黄、水牛角浓缩粉、甘草
                        ",尚不明确。,口服。一次5片，一日2次。, 1.儿童及哺乳期妇女慎用。 2.本品含朱砂、雄黄等，不宜久服。用药期间应定期复查肝。肾功能。 3.忌食辛辣食物。
"参乌健脑胶囊（90粒）
                    ",补肾填精，益气养血，强身健脑。用于因肾精不足，肝气血亏所引起的精神疲惫，失眠多梦，头晕目眩，体乏无力，记忆力减退。,"
                        规格：
                    ","人参、制何首乌、党参、黄芪、熟地黄、山药、丹参、枸杞子、白芍、远志、茯神、石菖蒲、黄芩、葛 根、粉葛、酸枣仁、麦冬、龙骨（粉）、香附、菊花、卵磷脂、维生素E22味。
                        ",尚不明确。,口服，一次5-6粒粒，一日3次，儿童酌减或遵医嘱。,1.忌辛辣、生冷、油腻食物。
"参乌健脑胶囊（30粒）
                    ",补肾填精，益气养血，强身健脑。用于因肾精不足，肝气血亏所引起的精神疲惫，失眠多梦，头晕目眩，体乏无力，记忆力减退。,"
                        规格：
                    ","人参、制何首乌、党参、黄芪、熟地黄、山药、丹参、枸杞子、白芍、远志、茯神、石菖蒲、黄芩、葛 根、粉葛、酸枣仁、麦冬、龙骨（粉）、香附、菊花、卵磷脂、维生素E22味。
                        ",尚不明确。,口服，一次5-6粒粒，一日3次，儿童酌减或遵医嘱。,1.忌辛辣、生冷、油腻食物。
"参乌健脑胶囊（180粒）
                    ",补肾填精，益气养血，强身健脑。用于因肾精不足，肝气血亏所引起的精神疲惫，失眠多梦，头晕目眩，体乏无力，记忆力减退。,"
                        规格：
                    ","人参、制何首乌、党参、黄芪、熟地黄、山药、丹参、枸杞子、白芍、远志、茯神、石菖蒲、黄芩、葛 根、粉葛、酸枣仁、麦冬、龙骨（粉）、香附、菊花、卵磷脂、维生素E22味。
                        ",尚不明确。,口服，一次5-6粒粒，一日3次，儿童酌减或遵医嘱。,1.忌辛辣、生冷、油腻食物。
"茚达格莫吸入粉雾剂（II）
                    ",本品适用于使用长效β2受体激动剂和吸入性糖皮质激素联合维持治疗未能充分控制的成年哮喘患者的维持治疗。,"
                        规格：每盒内装10粒胶囊和1个药粉吸入器。 每盒内装30粒胶囊和1个药粉吸入器。
                    ","本品为复方制剂，其活性成份为醋酸茚达特罗、格隆溴铵和糠酸莫米松
                        ",1 口腔念珠菌病、口咽念珠菌病。,本品推荐剂量为每日一次，每次吸入一粒150/50/80μg 或150/50/160μg 胶囊的药物。本品最大推荐剂量为150/50/160μg ，每日一次。本品仅供经口吸入给药，本胶囊不得口服。,本品不应用于治疗急性哮喘症状，包括需要短效支气管扩张剂治疗的支气管痉挛急性发作。增加使用短效支气管扩张剂以缓解症状显示病情控制不佳，应接受医生评估。
"茚达特罗莫米松吸入粉雾剂（Ⅲ）
                    ",本品适用于成人和12岁及以上青少年哮喘的维持治疗。包括：1.使用吸入性糖皮质激素未能充分控制的患者；2.或使用长效β2受体激动剂和低剂量吸入性糖皮质激素未能充分控制的患者（本品 150/160μg和150/320μg）。,"
                        规格：每盒内装10粒胶囊和1个比斯海乐药粉吸入器。 每盒内装30粒胶囊和1个比斯海乐药粉吸入器。
                    ","本品为复方制剂，其活性成份为醋酸茚达特罗和糠酸莫米松
                        ",1 口腔念珠菌病、口咽念珠菌病。,本品仅供经口吸入给药，本胶囊不得口服。,"疾病加重,超敏反应,矛盾性支气管痉挛,β受体激动剂的心血管效应,使用β受体激动剂的低钾血症,高血糖,糖皮质激素的全身效应,预防口咽感染,运动员慎用"
"茚达特罗莫米松吸入粉雾剂（I）
                    ",本品适用于成人和12岁及以上青少年哮喘的维持治疗。包括：1.使用吸入性糖皮质激素未能充分控制的患者；2.或使用长效β2受体激动剂和低剂量吸入性糖皮质激素未能充分控制的患者（本品 150/160μg和150/320μg）。,"
                        规格：每盒内装10粒胶囊和1个比斯海乐药粉吸入器。 每盒内装30粒胶囊和1个比斯海乐药粉吸入器
                    ","本品为复方制剂，其活性成份为醋酸茚达特罗和糠酸莫米松
                        ",1 口腔念珠菌病、口咽念珠菌病。,本品仅供经口吸入给药，本胶囊不得口服。,"疾病加重,超敏反应,矛盾性支气管痉挛,β受体激动剂的心血管效应,使用β受体激动剂的低钾血症,高血糖,糖皮质激素的全身效应,预防口咽感染,运动员慎用"
"茚达特罗莫米松吸入粉雾剂（Ⅱ）
                    ",本品适用于成人和12岁及以上青少年哮喘的维持治疗。包括：1.使用吸入性糖皮质激素未能充分控制的患者；2.或使用长效β2受体激动剂和低剂量吸入性糖皮质激素未能充分控制的患者（本品 150/160μg和150/320μg）。,"
                        规格：每盒内装10粒胶囊和1个比斯海乐药粉吸入器。 每盒内装30粒胶囊和1个比斯海乐药粉吸入器
                    ","本品为复方制剂，其活性成份为醋酸茚达特罗和糠酸莫米松
                        ",1 口腔念珠菌病、口咽念珠菌病。,本品仅供经口吸入给药，本胶囊不得口服。,"疾病加重,超敏反应,矛盾性支气管痉挛,β受体激动剂的心血管效应,使用β受体激动剂的低钾血症,高血糖,糖皮质激素的全身效应,预防口咽感染,运动员慎用"
"茚达格莫吸入粉雾剂（I）
                    ",本品适用于使用长效β2受体激动剂和吸入性糖皮质激素联合维持治疗未能充分控制的成年哮喘患者的维持治疗。,"
                        规格：每盒内装10粒胶囊和1个药粉吸入器。 每盒内装30粒胶囊和1个药粉吸入器。
                    ","本品为复方制剂，其活性成份为醋酸茚达特罗、格隆溴铵和糠酸莫米松
                        ",1 口腔念珠菌病、口咽念珠菌病。,本品推荐剂量为每日一次，每次吸入一粒150/50/80μg 或150/50/160μg 胶囊的药物。本品最大推荐剂量为150/50/160μg ，每日一次。本品仅供经口吸入给药，本胶囊不得口服。,本品不应用于治疗急性哮喘症状，包括需要短效支气管扩张剂治疗的支气管痉挛急性发作。增加使用短效支气管扩张剂以缓解症状显示病情控制不佳，应接受医生评估。
"解郁安神颗粒
                    ",舒肝解郁，安神定志。用于情志不畅、肝郁气滞所致的失眠、心烦、焦虑、健忘；更年期综合征见上述证候者。,"
                        规格：每1克相当于饮片3.95克
                    ","柴胡、大枣、石菖蒲、姜半夏、炒白术、浮小麦、制远志、炙甘草、炒栀子、百合、胆南星、郁金、龙齿、炒酸枣仁、茯苓、当归。辅料为麦芽糊精、阿司帕坦
                        ",本品可引起恶心、口干、便秘、腹泻、头晕等,开水冲服。一次2克（1袋），一日2次。,1.少吃生冷及油腻难消化的食品。
"右归丸
                    ",温补肾阳，填精止遗。用于肾阳不足，命门火衰，腰膝酸冷，精神不振，怯寒畏冷，阳痿遗精，大便溏薄，尿频而清。,"
                        规格：45g/瓶（小蜜丸），9g*9袋/盒（小蜜丸）， 9g*15袋/盒（小蜜丸）
                    ","熟地黄、附子（炮附片）、肉桂、山药、山茱萸、菟丝子、鹿角胶、枸杞子、当归、杜仲（盐炒）
                        ",尚不明确,口服。一次9克(1袋），一日3次,尚不明确
"胃苏颗粒
                    ",理气消胀，和胃止痛。主治气滞型胃脘痛，症见胃脘胀痛，窜及两胁，得嗳气或矢气则舒，情绪郁怒则加重，胸闷食少，排便不畅及慢性胃炎见上述证候者。,"
                        规格：每袋装5g(无蔗糖)
                    ","紫苏梗、香附、陈皮、香橼、佛手、枳壳、槟榔、炒鸡内金。辅料详见说明书。
                        ",偶有口干，嘈杂。,用适量开水冲服，搅拌至全溶。若放置时间长有少量沉淀，摇匀即可。一次1袋，一日3次。15天为一个疗程。,1. 服药期间要保持情绪稳定，切勿恼怒。
