name,comp,chara,main_bene,adap_ill,usage,pre_cares
"赞化鹿茸丸
                    ",补气养血，扶肾壮阳，调经祛寒。用于诸虛百损，心肾不交，阳痿不举，疝气腹痛，女子带下，胞寒不育，腰腿酸痛，,"
                        规格：9g*20丸
                    ","鹿茸（去毛）、当归、酸枣仁（炒）、鹿角霜、柏子仁、熟地黄、肉效蓉、鹿角胶、黄芪、附子（制）
                        ",尚不明确。,口服，一次1丸，一日2次,运动员慎用。
"消银颗粒
                    ",清热凉血，养血润燥，祛风止痒。用于血热风燥型白疕和血虚风燥型白疕。症见皮疹为点滴状，基地鲜红色，表面覆有银白色鳞屑，或皮疹表面覆有较厚的银白色鳞屑，较干燥，基底淡红色瘙痒较深等。,"
                        规格：每袋装3.5g。(无糖型)
                    ","地黄、牡丹皮、赤芍、当归、苦参、金银花、玄参、牛蒡子、蝉蜕、白鲜皮、大青叶、红花、防风
                        ",消化系统：恶心、呕吐、腹胀、腹痛、腹泻、肝功能异常等；,开水冲服。一次3.5g，一日3次。一个月为一疗程。,①脾胃虚寒者慎用;
"健脑丸
                    ",补肾健脑，养血安神。用于心肾亏虚所致的记忆减退、头晕目眩、心悸失眠、腰膝痠软；老年轻度认知障碍见上述证候者。,"
                        规格：每10丸重1.5g
                    ","当归、天竺黄、肉苁蓉（盐炙）、龙齿（煅）、山药、琥珀、五味子（酒蒸）、天麻、柏子仁（炒）、丹参、益智仁（盐炒）、人参、远志（甘草水炙）、菊花、九节菖蒲、赭石、胆南星、酸枣仁（炒）、枸杞子。
                        ",尚不明确。,口服。一次5丸，一日2～3次，饭后服。,1.忌辛辣、生冷、油腻食物。2.感冒发热病人不宜服用。3.高血压、心脏病、肝病、糖尿病、肾病等慢性病患者应在医师指导下服用。4.服药2周症状无缓解，应去医院就诊。5.儿童应在医师指导下服用。6.对本品过敏者禁用，过敏体质者慎用。7.本品性状....
"固本延龄丸
                    ",固本培元，滋阴，补髓填精，强壮筋骨。用于虚劳损伤，腰痛体倦，心悸失眠，肌肤憔悴，须发早白，经血不调，食欲不振。,"
                        规格：每丸重9克
                    ","人参、麦冬、五味子、天冬、地黄、熟地黄、山药、泽泻、茯苓、牛膝、山茱萸、杜仲、木香、远志、柏子仁、巴戟天（盐制）、花椒、石菖蒲、丹参、肉苁蓉、枸杞子、覆盆子、地骨皮、鹿角胶、菟丝子、鱼鳔珠、珍珠、狗鞭。辅料为：蜂蜜。
                        ",尚不明确,早空腹用淡盐水送服。一次1丸，一日1次。,1、忌油腻食物。
"固本延龄丸
                    ",固本培元，滋阴，补髓填精，强壮筋骨。用于虚劳损伤，腰痛体倦，心悸失眠，肌肤憔悴，须发早白，经血不调，食欲不振。开心益智。延年益寿,"
                        规格：每瓶重9克
                    ","人参、麦冬、五味子、天冬、地黄、熟地黄、山药、泽泻、茯苓、牛膝、山茱萸、杜仲、木香、远志、柏子仁、巴戟天（盐制）、花椒、石菖蒲、丹参、肉苁蓉、枸杞子、覆盆子、地骨皮、鹿角胶、菟丝子、鱼鳔珠、珍珠、狗鞭。辅料为：蜂蜜。
                        ",尚不明确,早空腹用淡盐水送服。一次1瓶，一日1次,1、忌油腻食物。
"麝香活血化瘀膏
                    ",活血化瘀，消炎止痛。用于关节扭伤，软组织挫伤，急性腰扭伤，腰肌劳损，肩周炎，未溃冻疮，结节性红斑。,"
                        规格：7cm×10cm
                    ","人工麝香、三七、红花、丹参、硼酸、樟脑、血竭、尿素、颠茄流浸膏、盐酸苯海拉明、盐酸普鲁卡因。
                        ",尚不明确。,贴患处。二日更换1次。,尚不明确。
"克淋通胶囊
                    ",清热泻火，利尿通淋。用于湿热下注，热结膀胱所致的热淋，症见小便频数，尿急、尿痛、小腹胀痛，腰痛，苔黄腻，脉滑数。,"
                        规格：每粒装0.4g
                    ","头花蓼(四季红)、黄柏。

                        ",【不良反应】监测数据显示，本品可见恶心、呕吐、胃痛、腹泻、皮疹、瘙痒、头晕等不良反应。,口服，一次4~6粒，一日3次。,1.脾胃虚寒者慎用。
"舒腹贴膏
                    ",温中散寒，行气止痛。用于胃脘痛，腹痛腹胀，恶心，呕吐，食欲不振，肠鸣腹泻，小儿泄泻。,"
                        规格：6.5厘米×10厘米
                    ","樟脑、薄荷脑。辅料为：橡胶、松香、液状石蜡、氧化锌、抗氧剂。
                        ",偶有局部皮肤过敏、剥离、刺激反应。,揭去贴面隔衬，根据病情按穴位贴敷：（1）胃疼恶心呕吐者贴中脘、上脘、足三里、胃俞。（2）腹痛腹泻可贴神阙、下脘、天枢、足三里。（3）食欲不振，脾胃虚弱者常贴足三里。成人每次选贴2～3个穴位，2～4小时换一次。儿童每次选贴1～2个穴位，每穴1....,1.忌食生冷油腻不易消化食物。2.先将穴位处洗净，然后贴敷。3.用药三天后症状无改善者，应到医院就诊。4.如贴敷后有皮肤发红、局部痒者停用。5.孕妇慎用。6.对本品过敏者禁用，过敏体质者慎用。7.本品性状发生改变时禁止使用。8.儿童必须在成....
"青石颗粒
                    ",解表，化饮，清热止咳，平喘祛痰。用于表寒里饮化热所致的咳喘，症见恶寒发热，咳嗽喘促，痰稀色白、量多或淡黄。或用于上呼吸道感染，慢性支气管炎有上述证候者。,"
                        规格：每袋装10g
                    ","麻黄、桂枝、白芍、干姜、细辛、甘草、半夏(制)、五味子、石膏。辅料为玉米淀粉、蔗糖、低取代羟丙纤维素、羧甲淀粉钠。
                        ",尚不明确,开水冲服，一次10克，一日3次。7岁以下儿童服用1/2量。,1.忌烟、酒及辛辣、生冷、油腻食物。
"咳宁胶囊
                    ",清热宣肺，化痰止咳。用于风热、痰热咳嗽，咯痰，痰色黄白或粘稠不畅。,"
                        规格：每粒装0.3g
                    ","猪胆汁提取物、浙贝母、桔梗。
                        ",尚不明确,口服，一次4粒，一日3次。,1.忌烟、酒及辛辣、生冷、油腻食物。
