name,comp,chara,main_bene,adap_ill,usage,pre_cares
"解郁安神颗粒
                    ",舒肝解郁，安神定志。用于情志不畅、肝郁气滞所致的失眠、心烦、焦虑、健忘；更年期综合征见上述证候者。,"
                        规格：每1克相当于饮片3.95克
                    ","柴胡、大枣、石菖蒲、姜半夏、炒白术、浮小麦、制远志、炙甘草、炒栀子、百合、胆南星、郁金、龙齿、炒酸枣仁、茯苓、当归。辅料为麦芽糊精、阿司帕坦
                        ",本品可引起恶心、口干、便秘、腹泻、头晕等,开水冲服。一次2克（1袋），一日2次。,1.少吃生冷及油腻难消化的食品。
"开郁舒肝丸
                    ",开郁舒肝，顺气止痛。用于肝郁气滞所致的胸胁胀满，腹痛，嗳气吞酸。,"
                        规格：9gx10丸/盒
                    ","五灵脂(醋制)、莪术(醋制)、香附(醋制)、木香、槟榔、当归、 陈皮、青皮(醋制)、草果(炒)、乌药、枳壳(炒)、甘草、大黄、肉桂(去粗皮)、郁金、延胡索(醋制)、砂仁、蜂蜜(炼)。

                        ",尚不明确。,口服，一次8g，一日2～3次。,1．忌食生冷及油腻难消化的食品。 2．服药期间要保持情绪乐观，切忌生气恼怒。 3．火郁证者不适用，主要表现为口苦咽干、面色红赤、心中烦热、胁胀不眠、大便秘结。　 4．有高血压、心脏病、肝病、肾病等慢性病严重者应在医师指导下服用。 5．服药3....
"三磷酸腺苷二钠片
                    ",用于进行性肌萎缩、脑出血后遗症、心功能不全、心肌疾患及肝炎等的辅助治疗。,"
                        规格：20mg*12片肠溶衣
                    ","本品主要成分为胞嘧啶核苷三磷酸二钠三水物。
                        ",1．脑出血初期患者禁用。2．当药品性状发生改变时禁止使用。,口服。一次1～2片，一日3次。用量可根据年龄及症状酌情增减。,['无']
"三磷酸腺苷二钠片
                    ",用于进行性肌萎缩、脑出血后遗症、心功能不全、心肌疾患及肝炎等的辅助治疗。,"
                        规格：20mg*12片*2板
                    ","本品主要成分为胞嘧啶核苷三磷酸二钠三水物。
                        ",1．脑出血初期患者禁用。2．当药品性状发生改变时禁止使用。,口服。一次1～2片，一日3次。用量可根据年龄及症状酌情增减。,['无']
"他克莫司胶囊
                    ",预防肝脏或肾脏移植术后的移植物排斥反应。治疗肝脏或肾脏移植术后应用其他免疫抑制药物无法控制的移植物排斥反应。,"
                        规格：1mg*50粒（赛福开）
                    ","主要成分为他克莫司。
                        ",1、由于患者疾病非常严重，且经常是多药合用，与免疫抑制剂相关的不良反应通常难以确定。2、有证据表明下述的多种不良反应均为可逆性，减量可使其减轻或消失。与静脉给药相比，口服给药的不良反应发生率较低。3、多数患者似乎在术后最初几周出现较多的不良....,"肝肾移植初始免疫抑制治疗，肝移植：0.10～0.20mg/(kg*d)，肾移植：0.15～0.30mg/(kg*d)。以上均分2次,饭前1h或饭后2h口服给药。首次剂量在肝移植术6h以后和肾移植24h内给予。如患者不能口服，可静脉给药，肝移....",1、本品治疗应在医学人员及严密的实验设备监测下进行。本品仅是处方药，免疫治疗方案的任何调整均应由有免疫治疗经验及对器官移植患者有管理经验的医师进行。主管维持治疗的医师应有足够的药物信息。2、剂量和血药浓度的调节必须是在负责管理患者的移植中心....
"注射用头孢唑林钠
                    ",赛福宁注射用头孢唑林钠功效：适用于治疗敏感细菌所致的中耳炎、支气管炎、肺炎等呼吸道感染、尿路感染、皮肤软组织感染、骨和关节感染、败血症、感染性心内膜炎、肝胆系统感染及眼、耳、鼻、喉科等感染。本品也可作为外科手术前的预防用药。本品不宜用于中枢....,"
                        规格：1.0g
                    ","头孢唑林钠
                        ",1、静脉注射发生的血栓性静脉炎和肌内注射区疼痛均较头孢噻吩少而轻。2、药疹发生率为1.1%，嗜酸粒细胞增高的发生率为1.7%，偶有药物热。3、个别病人可出现暂时性血清氨基转移酶、碱性磷酸酶升高。4、肾功能减退病人应用高剂量(每日12g)的本....,成人常用剂量：静脉缓慢推注、静脉滴注或肌肉注射，一次0.5-1g，一日2-4次，严重感染可增加至一日6g，分2-4次静脉给予。儿童常用剂量：一日50-100mg/kg，分2-3次静脉缓慢推注，静脉滴注或肌内注射。肾功能减退者的肌酐清除率大于....,1、对青霉素过敏或过敏体质者慎用。2、约1%的用药患者可出现直接和间接Coombs试验阳性及尿糖假阳性反应(硫酸铜法)。
"丹参膏
                    ","祛瘀止痛，活血通经，清心除烦。用于月经不调，经闭痛经，癓瘕积聚，腹痛刺痛，热痹疼痛，疮疡肿痛,，心烦不眠,肝脾肿大，心绞痛。","
                        规格：125g
                    ","丹参。
                        ",尚不明确。,口服，一次9g，一天2次。,忌食生冷，辛辣、油腻之物。
"辅酶Q10片
                    ",本品用于下列疾病的辅助治疗：1.心血管疾病，如：病毒性心肌炎、慢性心功能不全。2.肝炎，如：病毒性肝炎、亚急性肝坏死、慢性活动性肝炎。3.癌症的综合治疗：能减轻放疗、化疗等引起的某些不良反应。,"
                        规格：10mg*24片
                    ","主要成份为辅酶Q10。
                        ",可有胃部不适、食欲减退、恶心、腹泻、心悸，偶见皮疹。,一次1片，一日3次，饭后服用。,尚不明确。请仔细阅读说明书并遵医嘱使用。
"辅酶Q10胶囊
                    ",本品用于下列疾病的辅助治疗：辅酶Q10胶囊（1）心血管疾病，如病毒性心肌炎、慢性心功能不全；（2）肝炎，如病毒性肝炎、亚急性肝坏死、慢性活动性肝炎；（3）癌症的综合治疗，能减轻放疗、化疗等引起的某些不良反应。,"
                        规格：10mg*30粒
                    ","本品主要成份为：辅酶Q10。
                        ",可有胃部不适、食欲减退、恶心、腹泻，偶见皮疹。,一次1粒（片），一日3次，饭后服用。,尚不明确
"辅酶Q10胶囊
                    ",本品用于下列疾病的辅助治疗：1、心血管疾病，如：病毒性心肌炎、慢性心功能不全。2、肝炎，如：病毒性肝炎、亚急性肝坏死、慢性活动性肝炎。3、癌症的综合治疗：能减轻放疗、化疗等引起的某些不良反应。,"
                        规格：10mg*60片
                    ","辅酶Q10。
                        ",可有胃部不适、食欲减退、恶心、腹泻、心悸，偶见皮疹。,一次1片(粒)，一日3次，饭后服用。,未进行该项实验且无可靠参考文献
