name,comp,chara,main_bene,adap_ill,usage,pre_cares
"赞化鹿茸丸
                    ",补气养血，扶肾壮阳，调经祛寒。用于诸虛百损，心肾不交，阳痿不举，疝气腹痛，女子带下，胞寒不育，腰腿酸痛，,"
                        规格：9g*20丸
                    ","鹿茸（去毛）、当归、酸枣仁（炒）、鹿角霜、柏子仁、熟地黄、肉效蓉、鹿角胶、黄芪、附子（制）
                        ",尚不明确。,口服，一次1丸，一日2次,运动员慎用。
"倍长平考格列汀片
                    ",本品适用于改善成人2型糖尿病患者的血精控制。,"
                        规格：5 mg
                    ","甘露醇、微品纤维素、二丁基羟基甲苯、交联聚维酮、硬脂酸镁、薄膜包衣预混剂(胃溶型)。
                        ",安全性数据的汇总分析来源于两项为期52周的Ⅲ期临床试验，即一项本品单药治疗试验和一项本品与二甲双胍联合治疗试验，均包括24周的双自基础治疗期(单药研究为安慰剂对照，联合二甲双肌研究为利格列汀阳性对照)和 28周的开放延展治疗期(均统一服用本....,本品单药治疗或与二甲双胍联合治疗的推荐剂量为10mg，每两周(14天)一次，口服，不受进食限制。,本品不适用于1型糖尿病或糖尿病酮症酸中毒的患者。
"健脑补肾丸
                    ",健脑补肾，益气健脾，安神定志。用于脾肾两虚所致的健忘、失眠、头晕目眩、耳鸣、心悸、腰膝痠软、遗精；神经衰弱见上述证候者。,"
                        规格：15丸×8袋、 15丸×12袋、 15丸×24袋
                    ","丸剂
                        ",尚不明确,口服，一次15丸，一日2次,1.忌油腻食物。 
"盐酸伐地那非片
                    ",治疗男性阴茎勃起功能障碍,"
                        规格：按C23H32N6O4S计（1）10mg（2）20mg
                    ","盐酸伐地那非
                        ",不良反应详情见产品说明书。,用法：口服,由于性活动伴有一定程度的心脏危险性，故医生对患者勃起障碍采取任何治疗之前，应首先考虑其心血管状况。伐地那非的扩血管特性可能导致血压暂时性的轻度降低。伴左心室流出障碍的患者，如主动脉狭窄和特发性肥厚性主动脉瓣下狭窄，可对扩血管药物敏感，包括P....
"龟鹿二仙口服液
                    ",温肾益精。用于久病肾虚，腰膝酸软，遗精阳痿,"
                        规格：每支装10ml
                    ","龟甲、鹿角、党参、枸杞子  辅料：蔗糖、山梨酸
                        ",尚不明确。,口服，一次10毫升（1支），一日3次,1、孕妇及小儿忌服。
"疏肝益阳胶囊
                    ","疏肝解郁，活血补肾。用于肝郁肾虑和肝郁肾虚兼血瘀证所致功能性阳痿和轻度动脉供血不足性阳痿。症见阳痿。阴茎痿软不举或举而不坚，胸闷善太息，胸胁胀满,腰膝酸软，舌淡或有瘀斑，","
                        规格：每粒装0.25克
                    ","蒺藜、柴胡、蜂房、地龙、水蛭、九香虫、紫梢花、蛇床子、远志
肉苁蓉、菟丝子、五味子、巴戟天、蜈蚣、石菖蒲。
                        ",尚不明确,口服。一次4粒，一日3次，4周为一疗程。,1.感冒期间停用。
"枸橼酸西地那非口崩片
                    ",用于治疗勃起功能障碍,"
                        规格：50 mg（按C22H30N6O4S计）
                    ","枸橼酸西地那非
                        ",常见不良反应为头痛、潮红、消化不良、鼻充血、头晕、恶心、潮热、视觉障碍、蓝视症和视物模糊。,1.剂量,详见说明书
"盐酸达泊西汀片
                    ",本品适用于治疗符合下列所有条件的18至64岁男性早泄（PE）患者：,"
                        规格：按C21H23NO计：30mg
                    ","本品主要成份为盐酸达泊西汀，辅料：纤维素-乳糖、交联羧甲纤维素钠、二氧化硅、硬脂酸镁、薄膜包衣预混剂
                        ",在临床试验中已报道晕厥和直立性低血压的不良反应,口服。药片应整片吞下。建议患者至少用一满杯水送服药物。患者应尽量避免晕厥或头晕等前驱症状所引起的受伤。,本品仅用于患有早泄的男性患者。本品在未患有早泄的男性中的安全性尚不明确，同时，尚无有关本品在该人群中延迟射精作用的数据。
"复方苁蓉胶囊
                    ",温补肾阳，疏肝理气，用于因肾阳不足兼肝气郁结所致阳萎的辅助治疗。,"
                        规格：0.5g*18粒
                    ","肉苁蓉，淫羊藿，人参，黄精，柴胡
                        ",偶有纳差，恶心，吐泻。,口服。一次2粒，一日2~3次。,儿童不宜服用。
"劲戈他达拉非片（20mg8片装）
                    ",治疗勃起功能障碍（ED，Erectile Dysfunction）。,"
                        规格：
                    ","本品主要成份为他达拉非。
化学名称：（6R，12aR）-6-（1,3-苯并二恶茂-5-基）-2-甲基-2,3,6,7,12,12a-六氢吡嗪并[1',2':1,6]-吡啶并[3,4-b]吲哚-1,4-二酮
化学结构式：
分子式：C22H19N3O4
分子量：389.41
                        ",临床研究经验,服用他达拉非片不受进食影响。,勃起功能障碍和良性前列腺增生的评价应当包括适当的医学评估确定可能的未知病因，以及治疗选择。
