name,comp,chara,main_bene,adap_ill,usage,pre_cares
"青石颗粒
                    ",解表，化饮，清热止咳，平喘祛痰。用于表寒里饮化热所致的咳喘，症见恶寒发热，咳嗽喘促，痰稀色白、量多或淡黄。或用于上呼吸道感染，慢性支气管炎有上述证候者。,"
                        规格：每袋装10g
                    ","麻黄、桂枝、白芍、干姜、细辛、甘草、半夏(制)、五味子、石膏。辅料为玉米淀粉、蔗糖、低取代羟丙纤维素、羧甲淀粉钠。
                        ",尚不明确,开水冲服，一次10克，一日3次。7岁以下儿童服用1/2量。,1.忌烟、酒及辛辣、生冷、油腻食物。
"环酯红霉素干混悬剂（澳抒达）
                    ",本品主要适用于：,"
                        规格：0.15g*6袋
                    ","本品主要成份为环酯红霉素。化学名称：（2R,3S,4S,5R,6R,8R,9R,10R,11R,12S,13R)-3-[(2,6-二脱氧-3-C-甲基-3-O-甲基-α-L-核-己吡喃羰基)氧]-13-乙基-9-羟基-2，4，6，8,10,12-六甲基-5-[(3,4,6-三脱氧-3-(二甲胺基)-β-D-木-己吡喃羰基)氧]-14-氧杂十四元环-6,9-氧-1,9-二酮环11,12-碳酸酯。
                        ",本品的不良反应发生率较低，少数患者可能发生腹部不适、恶心、呕吐、腹泻、皮肤潮红、嗜酸粒细胞增多、发热，极少数患者可能发生可逆性听力损伤、伪膜性结肠炎、肝功能损伤。长期和反复使用本品可导致非敏感细菌(艰难梭菌)和霉菌(白色念珠菌)的过度生长。,将本品倒入杯中，加入适量凉开水，充分摇匀后口服。每12小时服用一次，空腹服用。,1.对本品及其他大环内酯类药物过敏者禁用。
"头孢克洛干混悬剂
                    ",希刻劳“适用于治疗下列敏感菌株引起的感染：,"
                        规格：0.125g
                    ","本品活性成份为头孢克洛
                        ",与头孢克洛治疗有关的不良反应有：,希刻劳均由口服,一般注意事项：长期使用头孢克洛，会使不敏感菌株大量繁殖。因此，对病人细心观察是必不可少的。如果治疗期间发生二重感染，必须采取适当措施。
"复方氟米松软膏
                    ",本品适用于对皮质类固醇治疗有效的非感染性炎症性皮肤病，尤其是和角化过度症有关的皮肤病，如：脂溢性皮炎、接触性皮炎、异位性皮炎、局限性神经性皮炎、寻常型银屑病、扁平苔癣以及掌跖角化过度症。,"
                        规格：每克含匹伐酸氟米松0.2mg,水杨酸30mg
                    ","本品为白色或淡黄色软膏
                        ",氟米松的用药耐受性较好，用药部位偶有瘙痒、皮疹及皮肤萎缩现象发生。尽管氟米松的副作用很小，但当它与水杨酸合用于面部或长期使用时，需要考虑其副作用的影响。复方氟米松软膏使用中尚未发现水杨酸引起的系统性不良反应，但复方氟米松软膏用于小儿时须注意....,将本品以薄层涂于患处，依症状每日1-2次，并缓和地摩擦，如有需要，患处以有孔纱布遮盖。对慢性皮肤病不应突然停止治疗，涂量需逐步地减少，并以缓和剂替代或改用轻效的皮质固醇。儿童:不能连续使用超过两周:两岁以下儿童使用不能超过7天。,本品大剂量用于大面积皮肤或封闭使用时，需要定期进行的医学检测。应尽量避免长期用药或用于面部。因为有报道用药会导致轻微的肾上腺皮质机能的下降，必需注意用药可能引起的全身性副作用，特别是大面积用药或封闭用药时更应注意。当用药部位有严重的细菌或真....
"氯碘羟喹乳膏
                    ",适用于化脓性皮肤病、脓胞疮、毛囊炎、传染性湿疹样皮炎、手癣、足癣、体癣、股癣、急性湿疹样皮炎、真菌、细菌混合感染的皮肤病。,"
                        规格：10g ：0.3g
                    ","氯碘羟喹
                        ",偶有轻度刺激，红斑，灼痛感。,将膏体均匀涂于患处，一日2～3次。,应清洁皮损后涂药。
"夫西地酸乳膏
                    ",本品适用于各种细菌性皮肤感染，主要用于革兰氏阳性球菌引起的皮肤感染。如脓疮病，疖肿，毛囊炎，甲沟炎，须疮，汗腺炎，红癣，寻常痤疮，创伤合并感染，湿疹合并感染，溃疡合并感染等。,"
                        规格：5g:0.1g
                    ","夫西地酸。以C31H48〇6计算，2% (5g : 0.1g ; 10g : 0.2g ; 15g : 0.3g)
                        ",局部应用本品一般无副反应，偶尔会有轻微的刺激感，对腿部深度溃疡的治疗会伴有疼痛，但通常无需停药。罕见过敏反应,本品应局部涂于患处，并缓和地摩擦；必要时可用多孔绷带包扎患处。每日二至三次，七天为一疗程，必要时可重复一个疗程。, 夫西地酸对眼结膜有刺激作用，尽量避免在眼睛周围使用；当治疗严重皮肤感染或顽固性皮肤疾病时，应辅助进行抗生素的全身用药；若发生严重刺激作用或出现过敏反应时，应停止用药并改用其它的药物治疗。请仔细阅读说明书并遵医嘱使用。
"磷霉素氨丁三醇散
                    ",主要针对于男女生殖泌尿系感染，如支原体、衣原体、淋菌性、非淋菌性、滴虫性、细菌性、霉菌性、念球菌等引起的各种泌尿生殖感染；尿道炎、急慢性前列腺炎、睾丸炎、包皮炎、龟头炎、膀胱炎、疱疹、湿疣、肾盂肾炎；对阴道炎、盆腔炎、宫颈炎（糜烂）、子宫内....,"
                        规格：3g(300万单位)（按C3H7O4P计算）
                    ","本品成份磷霉素氨丁三醇。

                        ",1.主要为轻度为胃肠道反应，如恶心、纳差、中上腹不适、稀便或轻度腹泻，一般不影响继续用药。 2.偶可发生皮疹、嗜酸性粒细胞增多、周围血象红细胞、血小板一过性降低、白细胞降低、血清氨基转移酶一过性升高、头晕、头痛等反应。 3.注射部位静脉炎。....,服用方法：服用前，倒入适量饮用水，摇晃让粉剂充分溶解，即可直接服用。 1 瓶 / 天。,1. 肝病患者慎用。
"头孢克肟干混悬剂
                    ",广谱抗菌素。对链球菌属、肺炎球菌、淋球菌、伯雷汉氏菌属、大肠杆菌、沙雷氏杆菌属、克雷白氏有菌属、变形杆菌属、流感杆菌等引起的感染症有效。主要用于治疗支气管炎、支气管扩张合并感染、慢性呼吸道疾患继发感染、肺炎、肾盂肾炎、膀胱炎、淋菌性尿道炎、....,"
                        规格：0.1gx6包/盒
                    ","头孢克肟。

                        ",主要为腹泻、粪便异常、头疼、恶心、腹痛、皮疹等，极少数患者GPT、GOT升高。,成人及体重30公斤以上儿童：口服，每次50~100mg，每日两次；成重症感染者可增加至每次200mg，每日两次。儿童：口服，用量按成 减半，或按每公斤1.5~3.0mg计算给药量，每日两次。,1.对青霉素类或头孢菌素类过敏者慎用、过敏体质的患者、高度肾功能损害的患者、对不能很好进食或非经口摄取营养者、高龄者、恶液质等患者慎用。 2.在幼年的大白鼠试验中，发现口服1000mg/kg以上时，有抑制精子形成作用，故育龄男子不宜用。 请....
"硝酸咪康唑栓
                    ",局部治疗念珠菌性外阴阴道病和革兰阳性细菌引起的双重感染。,"
                        规格：0.2g*10粒
                    ","硝酸咪康唑
                        ",偶见过敏反应，多数较轻微。常见的不良反应是局部刺激、瘙痒和灼热感，尤其在治疗开始时。盆腔痉挛、荨麻疹、皮肤丘疹也有发生。,阴道给药，洗净后将栓剂置于阴道深处。每晚1次，一次1枚。连续7天为一疗程。也可采用三日疗法：第一日晚1枚，随后三日早晚各1枚。即使症状迅速消失，也要完成治疗疗程，在月经期应持续使用。,1.孕妇及哺乳期妇女慎用。2.无性生活史的女性应在医师指导下使用。3.用药期间注意个人卫生，防止重复感染，避免房事。4.给药时应洗净双手或戴指套或手套。5.用药部位如有烧灼感、瘙痒、红肿等情况应停药，并将局部药物洗净，必要时向医师咨询。6.....
"红霉素眼膏
                    ",用于沙眼、结膜炎、眼缘炎及眼外部感染。,"
                        规格：2g
                    ","本品每克含主要成份红霉素5毫克，辅料为赋形剂液体石蜡、凡士林。
                        ",偶见眼睛疼痛，视力改变，持续性发红或刺激感等过敏反应。,涂于眼睑内，一日2～3次，最后一次宜在睡前使用。,1、避免接触其他黏膜（如口、鼻等）。2、用药部位如有灼烧感、瘙痒、红肿等情况应停药，并将局部药物洗净，必要时向医师咨询。3、用前应洗净双手。4、孕妇及哺乳期妇女应在医师指导下使用。5、使用后应拧紧瓶盖，以免污染药品。6、对本品过敏者禁用，过....
"盐酸加替沙星胶囊
                    ",用于由敏感病原体所致的慢性支气管炎急性发作，急性鼻窦炎、社区获得性肺炎、单纯性尿路感染(膀胱炎)和复杂性尿路感染、急性肾盂肾炎、男性淋球菌性尿路炎症或直肠感染和女性淋球菌性宫颈感染。,"
                        规格：0.1g*10粒
                    ","盐酸加替沙星。化学名：1-环丙基-6-氟-7-(3-甲基-1-哌嗪基)-8-甲氧基-1，4-二氢-4-氧代喹啉-3-羧酸盐酸盐。
                        ",本品的国内外临床试验中常见的不良反应为恶心、阴道炎、腹泻、头痛、眩晕。发生率较低的药物相关不良事件包括：全身反应：变态反应、寒战、发热、背痛和胸痛。心血管系统：心悸。消化系统：腹痛、便秘、消化不良、舌炎、念珠菌性口腔炎、口腔炎、口腔溃疡、呕....,感染(取决于病原菌)每日剂量疗程慢性支气管炎急性发作400mg7～10天急性鼻窦炎400mg10天社区获得性肺炎400mg7～14天非复杂性尿路感染400mg单剂或200mg3～5天复杂性尿路感染400mg7～10天急性肾盂肾炎400mg7....,"1.血糖异常已有报道加替沙星引起的血糖异常,包括症状性低血糖症和高血糖症。这些事件通常在糖尿病患者中发生。但是,低血糖症,特别是高血糖症已经在没有糖尿病病史的患者中产生。除了糖尿病以外,服用加替沙星时与血糖代谢异常相关的其他危险因素包括老年...."
"加替沙星分散片
                    ",??本品主要用于由敏感病原体所致的各种感染性疾病，包括慢性支气管炎急性发作、急性鼻窦炎、社区获得性肺炎、单纯性尿路感染（膀胱炎）和复杂性尿路感染、急性肾盂肾炎、男性淋球菌性尿路炎症或直肠感染和女性淋球菌性宫颈感染。,"
                        规格：0.2g*8片
                    ","本品主要成份为加替沙星。
                        ",尚不明确,?本品为分散片，可直接口服，或将本品适量投入约100ml水中，振摇分散后口服。每日一次，每次400mg。,尚不明确。
