name,comp,chara,main_bene,adap_ill,usage,pre_cares
"阿胶（盒）
                    ",补血滋阴，润燥，止血。用于血虚萎黄，眩晕心悸，心烦不眠，肺燥咳嗽,"
                        规格：
                    ","驴皮。辅料为黄酒、冰糖、豆油
                        ",尚不明确,烊化兑服，3-9g。,1、忌油腻食物。 
"阿胶（盒）
                    ",补血滋阴，润燥，止血。用于血虚萎黄，眩晕心悸，心烦不眠，肺燥咳嗽,"
                        规格：
                    ","驴皮。辅料为黄酒、冰糖、豆油
                        ",1、忌油腻食物。 ,烊化兑服，3-9g。,['无']
"阿胶
                    ",补血滋阴，润燥，止血。用于血虚萎黄，眩晕心悸，心烦不眠，肺燥咳嗽。,"
                        规格：250g
                    ","驴皮。辅料：冰糖、黄酒、豆油
                        ",尚不明确,烊化兑服，3-9g。,1.忌油腻食物。
"连花清瘟胶囊（48粒）
                    ",清瘟解毒，宣肺泄热。用于治疗流行性感冒属热毒袭肺证，症见：发热或高热，恶寒，肌肉酸痛，鼻塞流涕，咳嗽，头痛，咽干咽痛，舌偏红，苔黄或黄腻等。,"
                        规格：每粒装0.35克
                    ","连翘、金银花、炙麻黄、炒苦杏仁、石膏、板蓝根、绵马贯众、鱼腥草、广藿香、大黄、红景天、薄荷脑、甘草。辅料为玉米淀粉。
                        ",上市后监测数据显示本品可见以下胃肠道不良反应如恶心、呕吐、腹痛、腹泻、腹胀、反胃，以及皮疹、瘙痒、口干、头晕等。,口服。一次4粒，一日3次。,1.忌烟、酒及辛辣、生冷、油腻食物。
"连花清瘟胶囊（36粒）
                    ",清瘟解毒，宣肺泄热。用于治疗流行性感冒属热毒袭肺证，症见：发热或高热，恶寒，肌肉酸痛，鼻塞流涕，咳嗽，头痛，咽干咽痛，舌偏红，苔黄或黄腻等。,"
                        规格：每粒装0.35克
                    ","连翘、金银花、炙麻黄、炒苦杏仁、石膏、板蓝根、绵马贯众、鱼腥草、广藿香、大黄、红景天、薄荷脑、甘草。辅料为玉米淀粉。
                        ",上市后监测数据显示本品可见以下胃肠道不良反应如恶心、呕吐、腹痛、腹泻、腹胀、反胃，以及皮疹、瘙痒、口干、头晕等。,口服。一次4粒，一日3次。,1.忌烟、酒及辛辣、生冷、油腻食物。
"连花清瘟胶囊（24粒）
                    ",清瘟解毒，宣肺泄热。用于治疗流行性感冒属热毒袭肺证，症见：发热或高热，恶寒，肌肉酸痛，鼻塞流涕，咳嗽，头痛，咽干咽痛，舌偏红，苔黄或黄腻等。,"
                        规格：每粒装0.35克
                    ","连翘、金银花、炙麻黄、炒苦杏仁、石膏、板蓝根、绵马贯众、鱼腥草、广藿香、大黄、红景天、薄荷脑、甘草。辅料为玉米淀粉。
                        ",上市后监测数据显示本品可见以下胃肠道不良反应如恶心、呕吐、腹痛、腹泻、腹胀、反胃，以及皮疹、瘙痒、口干、头晕等。,口服。一次4粒，一日3次。,1.忌烟、酒及辛辣、生冷、油腻食物。
"连花清瘟胶囊（72粒）
                    ",清瘟解毒，宣肺泄热。用于治疗流行性感冒属热毒袭肺证，症见：发热或高热，恶寒，肌肉酸痛，鼻塞流涕，咳嗽，头痛，咽干咽痛，舌偏红，苔黄或黄腻等。,"
                        规格：每粒装0.35克 
                    ","连翘、金银花、炙麻黄、炒苦杏仁、石膏、板蓝根、绵马贯众、鱼腥草、广藿香、大黄、红景天、薄荷脑、甘草。辅料为玉米淀粉。
                        ",上市后监测数据显示本品可见以下胃肠道不良反应如恶心、呕吐、腹痛、腹泻、腹胀、反胃，以及皮疹、瘙痒、口干、头晕等。,口服。一次4粒，一日3次。,1.忌烟、酒及辛辣、生冷、油腻食物。
"浓缩水牛角片
                    ",清热解毒，凉血，定惊。用于温病高热，神昏谵语，发斑发疹，吐血，衄血，惊风，癫狂。,"
                        规格：每片含水牛角浓缩粉 0. 3g
                    "," 水牛角浓缩粉
                        ",尚不明确。,口服。一次 5～10 片，一日 2 次。,尚不明确。
"三七胶囊
                    ",散瘀止血，消肿定痛。用于外伤出血，跌扑肿痛。 散瘀止血，消肿定痛。用于外伤出血，跌扑肿痛。,"
                        规格：0.3g*24片/盒
                    ","三七。
                        ",尚不明确。,口服，一次6-8粒，一日2次。,1.孕妇慎用。
"阿司匹林肠溶片
                    ",本品为非甾体抗炎药。临床可用于抗血栓：本品对血小板聚集有抑制作用，可防止血栓形成，临床用于预防一过性脑缺血发作、心肌梗死、心房颤动、人工心脏瓣膜、动静脉瘘或其他手术后的血栓形成。也可用于治疗不稳定型心绞痛。,"
                        规格：50mg
                    ","本品主要成分为阿司匹林。
                        ",1.中枢神经：出现可逆性耳鸣、听力下降，多在服用一定疗程，血药浓度达200～300 g/L后出现。,成人常用量 口服。,1.本品为对症治疗药，用于解热连续使用不超过3天，用于止痛不超过5天，症状未缓解请咨询医师或药师。
