name,comp,chara,main_bene,adap_ill,usage,pre_cares
"切诺 桉柠蒎肠溶胶囊
                    ",本品适用于急﹑慢性鼻窦炎。本品适用于急慢性支气管炎﹑肺炎﹑支气管扩张﹑肺脓肿﹑慢性阻塞性肺部疾患﹑肺部真菌感染﹑肺结核和矽肺等呼吸道疾病。亦可用于支气管造影术后，促进造影剂的排出。,"
                        规格：按桉柠蒎油计0.3g/粒
                    ","主要成份为桉油精，柠檬烯及α-蒎烯。

                        ",不良反应轻微，偶有胃肠道不适及过敏反 应，如皮疹﹑面部浮肿﹑呼吸困难和循环障碍。,口服：成人：急性患者一次0.3g(1粒)，一日3―4次；慢性患者一次0.3g(1粒)，一日2次。,尚不明确。
"醋酸泼尼松片
                    ",主要用于过敏性与自身免疫性炎症性疾病。适用于结缔组织病，系统性红斑狼疮，重症多肌炎，严重的支气管哮喘，皮肌炎，血管炎等过敏性疾病，急性白血病，恶性淋巴瘤。,"
                        规格：5mg*100片
                    ","醋酸泼尼松。化学名：17α，21-二羟基孕甾-1，4-二烯－3，11，20-三酮21-醋酸酯分子式：C23H28O6分子量：400.47
                        ",本品较大剂量易引起糖尿病、消化道溃疡和类库欣综合征症状，对下丘脑-垂体-肾上腺轴抑制作用较强。并发感染为主要的不良反应。,口服一般一次5~10mg（1~2片），一日10~60mg（2~12片）。必要时酌量增减，由医生决定。1.对于系统性红斑狼疮、肾病综合症、溃疡性结肠炎、自身免疫性溶血性贫血等自身免疫性疾病，可给每日40-60mg，病情稳定后逐渐减量。2.对药....,1.结核病、急性细菌性或病毒性感染患者慎用。必要应用时，必须给予适当的抗感染治疗。2.长期服药后，停药前应逐渐减量。3.糖尿病、骨质疏松症、肝硬化、肾功能不良、甲状腺功能低下患者慎用。4.对有细菌、真菌、病毒感染者，应在应用足量敏感抗生素的....
"卡维地洛片
                    ",1.原发性高血压:卡维地洛适用于原发性高血压的治疗，可单独使用或与其它抗高血压药特别是噻嗪类利尿剂联合使用。2.治疗有症状的充血性心力衰竭:卡维地洛用于治疗有症状的充血性心力衰竭可降低死亡率和心血管亊件的住院率，改善病人一般情况并减慢疾病进....,"
                        规格：6.25mg*12片*2板（枢衡）
                    ","卡维地洛。化学名：（&#177;）-1-（9H--咔唑-4--氧基）-3-[2-(2-甲氧基苯氧基乙基)-氨基]-2-丙醇分子式：C24H26N2O4分子量：406.48
                        ",1.高血压：发生率≥1%，不考虑因果关系的不良事件：乏力，心动过缓，体位性低血压，体位依赖性水肿，下肢水肿，眩晕，失眠，嗜睡，腹痛，腹泻，血小板减少，高脂血症，背痛，病毒感染，鼻炎，咽炎，呼吸困难，泌尿道感染。发生率0.1%，2.心功能不全....,本品剂量必须个体化.需在医师的密切监测下加量.1.高血压:推荐起始剂量6.25mg/次.一日二次口服.如果可耐受.以服药后1小时的立位收缩压作为指导.维持该剂量7-14天.然后根据谷浓度时的血压.在需要的情况下增至12.5mg/次.一日二次....,"1.由于卡维地洛与洋地黄类药物均能减慢房室传导速度,故对已用洋地黄、利尿剂及血管紧张素转换酶抑制剂控制病情的充血性心衰的病人使用卡维地洛时应谨惧小心.2.由于卡维地洛可能会掩盖或减弱急性低血糖的早期症状和体征,故对糖尿病病人使用卡维地洛时应...."
"辛伐他汀片
                    ",高脂血症对于原发性高胆固醇血症包括杂合子家族性高胆固醇血症、高脂血症或混合性高脂血症的患者，当饮食控制及其它非药物治疗不理想时，结合饮食控制，本品可用于降低升高的总胆固醇、低密度脂蛋白胆固醇、载脂蛋白B和甘油三酯，且可升高高密度脂蛋白胆固醇....,"
                        规格：20mg*10片
                    ","本品主要成份及其化学名称为：辛伐他汀，[1S-[1α，3α，7β，8β，（2S*，4S*）8αβ]]－1，2，3，7，8，8a-六氢-3，7-二甲基-8-[2－（四氢-4-羟基-6-氧代-2H-吡喃-2-基）乙基]-1-萘基-2，2-二甲基丁酸酯。
                        ",在无对照临床研究或上市后的应用中报道过下列不良反应：恶心、腹泻、皮疹、消化不良、瘙痒、脱发、晕眩、肌肉痉挛、肌痛、胰腺炎、感觉异常、外周神经病变、失眠、抑郁、呕吐，贫血，勃起功能障碍和间质性肺病。极少发生横纹肌溶解和肝炎/黄疸，有致命及非致....,患者接受本品治疗以前，应接受标准的降胆固醇饮食并在治疗过程中继续维持。推荐的起始剂量为每天5-40mg，晚间一次服用。对于因存在冠心病、糖尿病、周围血管疾病、中风或其他脑血管疾病史而属于CHD事件高危人群患者，推荐的起始剂量为每天10mg或....,肌病/横纹肌溶解辛伐他汀偶尔能引起肌病，表现为肌肉痛、触痛或乏力，并伴随肌酸激酶（CK）升高，超过正常上限的10倍。肌病有时形成横纹肌溶解，伴或不伴继发于肌红蛋白尿的急性肾衰竭，由此发生的致命性事件极少。血浆中HMG-CoA还原酶抑制剂水平....
"硫酸氢氯吡格雷片
                    ",氯吡格雷用于以下患者，预防动脉粥样硬化血栓形成事件：&#183;近期心肌梗死患者（从几天到小于35天），近期缺血性卒中患者（从7天到小于6个月）或确诊外周动脉性疾病的患者。&#183;急性冠脉综合征的患者-非ST段抬高性急性冠脉综合征（包括....,"
                        规格：25mg*10片*2板（薄膜衣）
                    ","本品主要成份为硫酸氢氯吡格雷，其化学名称为：S（+）-2-(2-氯苯基)-2-(6,7-二氢噻吩并[3,2-c]吡啶-5-基)乙酸甲酯硫酸氢盐。分子式:C16H16ClNO2S&#183;H2SO4分子量:419.9
                        ",口服抗凝药：因能加重出血，不提倡氯吡格雷与口服抗凝药合用，尽管每天服用75mg氯吡格雷不会改变长期接受华法林治疗的患者的S-华法林的药代动力学或国际标准化比值，由于各自独立抑制止血过程，华法林与氯吡格雷联合使用会增加出血风险。糖蛋白IIb/....,参见【用法用量】。,出血及血液学异常：由于出血和血液学不良反应的危险性，在治疗过程中一旦出现出血的临床症状，就应立即考虑进行血细胞计数和/或其它适当的检查。与其它抗血小板药物一样，因创伤、外科手术或其它病理状态使出血危险性增加的病人和接受阿司匹林、非甾体抗炎药....
"头孢氨苄片
                    ",适用于敏感菌所致的急性扁桃体炎、咽峡炎、中耳炎、鼻窦炎、支气管炎、肺炎等呼吸道感染、尿路感染及皮肤软组织感染等。本品为口服制剂，不宜用于重症感染。,"
                        规格：0.25g*30片
                    ","本品主要成份为头孢氨苄。分子式：C16H17N3O4S分子量：365.41
                        ",1.恶心、呕吐、腹泻和腹部不适较为多见。2.皮疹、药物热等过敏反应。3.头晕、复视、耳鸣、抽搐等神经系统反应。4.应用本品期间偶可出现一过性肾损害。5.偶有患者出现血清氨基转移酶升高、Coombs试验阳性。溶血性贫血罕见，中性粒细胞减少和伪....,成人剂量：口服，一次250～500mg（1～2片），一日4次，最高剂量一日4g（16片）。肾功能减退的患者，应根据肾功能减退的程度，减量用药。单纯性膀胱炎、皮肤软组织感染及链球菌咽峡炎患者每12小时500mg（2片）。儿童剂量：口服，每日按....,?1．在应用本品前须详细询问患者对头孢菌素类、青霉素类及其他药物过敏史，有青霉素类药物过敏性休克史者不可应用本品，其他患者应用本品时必须注意头孢菌素类与青霉素类存在交叉过敏反应的机会约有5%～7%，需在严密观察下慎用。一旦发生过敏反应，立即....
"辛伐他汀片
                    ",详细见说明书,"
                        规格：10mg*20片
                    ","辛伐他汀
                        ",['无'],详细见说明书,['无']
"辛伐他汀片
                    ",1.高脂血症：(1)对于原发性高胆固醇血症、杂合子家族性高胆固醇血症或混合性高胆固醇血症的患者，当饮食控制及其他非药物治疗不理想时，辛伐他汀可用于降低升高的总胆固醇、低密度脂蛋白胆固醇、载脂蛋白B和甘油三脂。且辛伐他汀升高高密度脂蛋白胆固醇....,"
                        规格：20mg*14片
                    ","辛伐他汀片主要成份为辛伐他汀。化学名：2，2－二甲基丁酸（4R，6R）-6-[2-[（1S，2S，6R，8S，8ɑR）-1，2，6，7，8，8ɑ-六氢-8-羟基-2，6-二甲基-1-萘基]乙基]四氢-4-羟基-2H-吡喃-2-酮-8-酯分子式：C25H38O5分子量：418.57
                        ",辛伐他汀一般耐受性良好，大部分不良反应轻微且为一过性。在临床对照研究中不足2%的病人因辛伐他汀的不良反应而中途停药。在临床对照研究中，与药物有关的发生率≥1%的不良反应有腹痛、便秘、胃肠胀气，发生率在0.5%～0.9%的不良反应有疲乏无力、....,口服，如需要可掰开服用。1.高胆固醇血症：一般起始剂量为每天10mg，晚间顿服。对于胆固醇水平轻至中度升高的患者，起始剂量为每天5mg。若需调整剂量，应间隔四周以上，大剂量为每天40mg，晚间顿服。应定期监测胆固醇水平，如果胆固醇水平明显低....,1.病人接受辛伐他汀治疗以前应接受标准胆固醇饮食并在治疗过程中继续使用。2.肝脏反应。本药应慎用在大量饮酒和/或有肝病历史的病人。有活动性肝病或无法解释的氨基转移酶升高者应禁用辛伐他汀。在临床实验中，有少数服用辛伐他汀的患者有显著的血清氨基....
"头孢羟氨苄胶囊
                    ",适用于敏感细菌所致的尿路感染、皮肤软组织感染以及急性扁桃体炎、急性咽炎、中耳炎和肺部感染等。本品为口服制剂，不宜用于重症感染。,"
                        规格：0.25g*12s
                    ","本品主要成分为头孢羟氨苄，其化学名为(6R，7R)-3-甲基-7-[(R)-2-氨基-2-(4-羟基苯基)乙酰氨基]-8-氧代-5-硫杂-1-氮杂双环[4.2.0]辛-2-烯-2-甲酸一水合物。
                        ",本品不良反应发生率约为5%，以恶心、上腹部不适等胃肠道反应为主，少数患者尚可发生皮疹等过敏反应。偶可发生过敏性休克，也可出现尿素氮、血清氨基转移酶、血清碱性磷酸酶一过性升高。,成人常用量：口服，一次0.5～1.0g，一日2次。儿童常用量：一次按体重15～20mg/kg，一日2次。A组溶血性链球菌咽炎及扁桃体炎每12小时15mg/kg，疗程至少10天；成人肾功能减退者首次剂量为1g饱和量，然后根据肾功能减退程度予以....,1.在应用本品前须详细询问患者对头孢菌素类、青霉素类及其他药物过敏史，有青霉素类药物过敏性休克史者不可应用本品，其他患者应用本品时必须注意头孢菌素类与青霉素类存在交叉过敏反应的机会约有5%～7%，需在严密观察下慎用。一旦发生过敏反应，立即停....
"辛伐他汀片
                    ",1.高脂血症：对于原发性高胆固醇血症患者，当饮食控制及其它非药物治疗不理想时，可予辛伐他汀治疗。辛伐他汀不但可降低总胆固醇、低密度脂蛋白胆固醇、载脂蛋白B和甘油三脂，而且可升高高密度脂蛋白胆固醇，从而降低低密度脂蛋白胆固醇/高密度脂蛋白胆固....,"
                        规格：20mg*7片
                    ","本品为薄膜衣片，除去包衣后显白色或类白色片。
                        ",本品一般耐受性良好，大部分不良反应轻微且为一过性。在对照临床研究中不足2%的病人因本品的不良反应而中途停药。在上市前的对照临床研究中，研究者认为与药物有关且发生率≥1%的不良反应有腹痛、便秘和胃肠胀气；发生率为0.5～0.9%的不良发应有疲....,患者接受辛伐他汀治疗以前应接受标准降胆固醇饮食并在治疗过程中继续维持。推荐的起始剂量为每天20mg，晚间一次服用。对于因存在冠心病、糖尿病、周围血管疾病、中风或其它脑血管疾病史而属于CHD事件高危人群的患者，推荐的起始剂量为20～40mg/....,1．肝脏反应在临床实验中，有少数服用辛伐他汀的患者有显著的血清转氨酶持续升高(超过正常值3倍以上)的现象。但停药后，则转氨酶可回复至治疗前水平，但无黄疸或其他有关的临床症状或体征，亦无过敏现象。建议在治疗前对于转氨酶有升高现象的患者应加强检....
"苯磺酸氨氯地平片
                    ",1.高血压:本品适用于高血压的治疗，可单独应用或与其他抗高血压药物联合应用。2.冠心病（CAD）:(1)慢性稳定性心绞痛:本品适用于慢性稳定性心绞痛的对症治疗。可单独应用或与其他抗心绞痛药物联合应用。(2)血管痉挛性心绞痛（Prinzmet....,"
                        规格：5mg*7片*4板
                    ","本品主要成份为苯磺酸氨氯地平，其化学名称为：3-乙基-5-甲基-2-（2-氨乙氧甲基）-4-（2-氯苯基）-1，4-二氢-6-甲基-3，5-吡啶二羧酸酯苯磺酸盐。分子式：C20H25N2O5Cl&#183;C6H6O3S分子量：567.1
                        ",1.本品的安全性在美国等国外的临床研究中有了较为完整的数据，涉及患者超过11000名。总体而言，患者对于使用本品每日剂量达10mg范围内均有较好的耐受性。2.本品治疗过程中报道的不良反应，多为轻或中度。3.在本品10mg(N=1720)直接....,目前尚没有充分的临床研究以确定老年患者（65岁以上）与年轻患者对本品的反应是否不同。其他的临床应用中没有发现老年患者与年轻患者在反应上的差别。一般来说，考虑到多数情况下老年人有肝、肾或心功能的减退及并发其他疾病或合用其他药物的可能更大，老年....,1．警告：极少数患者特别是伴有严重冠状动脉阻塞性疾病的患者，在开始使用钙拮抗剂治疗或增加剂量时，出现心绞痛频率增加、时间延长和/或程度加重，或发生急性心肌梗死，其作用机制目前尚不清楚。2．因本品的扩血管作用是逐渐产生的，服用本品后发生急性低....
"氟康唑分散片
                    ",本品适用于以下真菌病：全身性念珠菌病，包括念珠菌血症、播散性念珠菌病及其他形式的侵入性念珠菌感染，如腹膜、心内膜、肺及泌尿道感染。也可用于恶性肿瘤、重症监护患者、接受放疗、化疗或免疫抑制剂治疗。,"
                        规格：0.1g*6片（弘益）
                    ","本品主要成分为氟康唑。
                        ",1．常见消化道反应，表现为恶心、呕吐、腹痛或腹泻等。2．过敏反应：可表现为皮疹，偶可发生严重的剥脱性皮炎（常伴随肝功能损害）、渗出性多形红斑。3．肝毒性：治疗过程中可发生轻度一过性血清氨基转移酶升高，偶可出现肝毒性症状，尤其易发生于有严重基....,肾功能无减退的老年患者无须调整剂量。肾功能减退的老年患者须根据肌酐清除率调整剂量（详见【用法用量】）。,['无']
"辛伐他汀片
                    ",1.高脂血症：(1)对于原发性高胆固醇血症、杂合子家族性高胆固醇血症或混合性高胆固醇血症的患者，当饮食控制及其他非药物治疗不理想时，辛伐他汀可用于降低升高的总胆固醇、低密度脂蛋白胆固醇、载脂蛋白B和甘油三脂。且辛伐他汀升高高密度脂蛋白胆固醇....,"
                        规格：10mg*10片
                    ","薄膜衣片，除去薄膜衣后显白色或类白色。
                        ",辛伐他汀一般耐受性良好，大部分不良反应轻微且为一过性。在临床对照试验中只有少于2%的病人因辛伐他汀的不良反应而中途停药。在已有对照组的临床试验中，不良反应(分为可能、可疑或肯定)与药物有关的发生率大于或等于1%的有：腹痛、便秘、胃肠胀气。发....,1.口服：如需要可掰开服用。(1)高胆固醇血症：一般始服剂量为每天10mg，晚间顿服。对于胆固醇水平轻至中度升高的患者，始服剂量为每天5mg。若需调整剂量则应间隔四周以上，最大剂量为每天40mg，晚间顿服。当低密度脂蛋白胆固醇水平降至75m....,1.病人接受辛伐他汀治疗以前应接受标准胆固醇饮食并在治疗过程中继续使用。2.肝脏反应。本药应慎用在大量饮酒和/或有肝病历史的病人。有活动性肝病或无法解释的氨基转移酶升高者应禁用辛伐他汀。在临床实验中，有少数服用辛伐他汀的患者有显著的血清氨基....
"苯磺酸氨氯地平片
                    ",1、高血压本品适用于高血压的治疗。可单独应用或与其他抗高血压药物联合应用。2、冠心病（CAD）慢性稳定性心绞痛本品适用于慢性稳定性心绞痛的对症治疗。可单独应用或与其他抗心绞痛药物联合应用。血管痉挛性心绞痛（Prinzmetal&#39;s或....,"
                        规格：5mg*7片*3板
                    ","本品主要成分为苯磺酸氨氯地平。化学名称：3-乙基-5-甲基-2-(2-氨乙氧甲基)-4-(2-氯苯基)-1,4-二氢-6-甲基-3,5-吡啶二羧酸酯苯磺酸盐。分子式：C20H25N2O5Cl&#183;C6H6O3S分子量：567.1
                        ",本品的安全性在美国等国外的临床研究中已被证实，涉及患者超过11000名。总体而言，患者对于使用本品每日剂量达10mg范围内均有较好的耐受性。本品治疗过程中报道的不良反应，多为轻到或中度。在本品10mg（N=1730）直接与安慰剂（N=125....,目前尚没有充分的临床研究以确定老年患者（65岁以上）与年轻患者对本品的反应是否不同。其他的临床应用中没有发现老年患者与年轻患者在反应上的差别。一般来说，考感到多数情况下老年人有肝、肾或心功能的减退及并发其他疾病或合用其他药物的可能更大，老年....,1.警告：极少数患者特别是伴有严重冠状动脉阻塞性疾病的患者，在开始使用钙拮抗剂治疗或增加剂量时，出现心绞痛频率增加、时间延长和/或程度加重，或发生急性心肌梗塞，其作用机制目前尚不清楚。2.因本品的扩血管作用是逐渐产生的，服用本品后发生急性低....
